time_ms,acc_x_g,acc_y_g,acc_z_g,pitch_deg,roll_deg,gyr_x_dps,gyr_y_dps,gyr_z_dps,label,source_file
5119754,0.64,-0.518,0.216,-49.84,-68.18,-73.517,15.305,10.399,sidebends,sideBends_session2.xlsx
5119950,0.609,-0.613,0.143,-44.13,-77.75,-98.816,-9.468,53.841,sidebends,sideBends_session2.xlsx
5120203,0.509,-0.967,-0.086,-22.12,-93.73,-61.691,21.82,69.687,sidebends,sideBends_session2.xlsx
5120361,0.527,-0.895,-0.258,-25.96,-103.24,-23.758,14.824,47.035,sidebends,sideBends_session2.xlsx
5120520,0.345,-0.907,-0.398,-16.29,-109.8,-41.519,-10.666,32.44,sidebends,sideBends_session2.xlsx
5120676,0.412,-0.915,-0.485,-18.64,-113.69,-1.274,-2.312,12.901,sidebends,sideBends_session2.xlsx
5120896,0.297,-0.877,-0.469,-14.39,-114.52,-7.21,-3.098,10.925,sidebends,sideBends_session2.xlsx
5121086,0.273,-0.946,-0.488,-11.68,-112.33,3.647,-11.65,-9.239,sidebends,sideBends_session2.xlsx
5121253,0.385,-1.063,-0.466,-13.51,-107.15,31.563,14.809,-53.299,sidebends,sideBends_session2.xlsx
5121472,0.452,-0.932,-0.171,-21.16,-98.18,63.156,0.076,-60.112,sidebends,sideBends_session2.xlsx
5121705,0.714,-0.763,-0.033,-42.45,-92.17,94.101,-41.733,-100.304,sidebends,sideBends_session2.xlsx
5121898,0.72,-0.356,-0.135,-64.2,-110.43,-12.321,-19.836,-104.797,sidebends,sideBends_session2.xlsx
5122093,0.621,0.112,-0.04,-79.92,109.53,-29.739,51.445,-178.856,sidebends,sideBends_session2.xlsx
5122350,0.77,0.544,0.155,-55.87,74.82,-18.929,48.569,-20.95,sidebends,sideBends_session2.xlsx
5122527,1.03,0.462,0.147,-72.26,72.94,-90.714,40.894,58.907,sidebends,sideBends_session2.xlsx
5122683,0.881,0.226,0.385,-67.06,29.95,10.803,4.135,-44.907,sidebends,sideBends_session2.xlsx
5122836,0.478,0.153,0.314,-54.55,25.74,4.417,107.62,78.346,sidebends,sideBends_session2.xlsx
5123002,0.795,0.399,0.186,-63.89,65.44,24.078,-3.319,99.411,sidebends,sideBends_session2.xlsx
5123170,1.048,0.246,0.119,-80.05,64.28,18.578,-68.604,45.479,sidebends,sideBends_session2.xlsx
5123332,1.094,0.079,0.021,-87.01,75.25,40.382,-67.947,28.16,sidebends,sideBends_session2.xlsx
5123497,0.949,-0.047,-0.184,-81.34,-165.87,102.814,-95.016,18.013,sidebends,sideBends_session2.xlsx
5123726,1.082,-0.169,-0.291,-77.76,-150.21,21.675,-6.706,15.869,sidebends,sideBends_session2.xlsx
5123886,0.918,-0.277,-0.254,-71.88,-132.41,-9.079,-3.532,10.696,sidebends,sideBends_session2.xlsx
5124041,0.936,-0.26,-0.344,-70.08,-143.25,11.566,-7.439,2.014,sidebends,sideBends_session2.xlsx
5124242,1.104,-0.199,-0.295,-77.06,-146.21,-1.938,8.408,-11.818,sidebends,sideBends_session2.xlsx
5124405,1.124,-0.133,-0.269,-79.07,-153.81,-21.523,83.977,-22.057,sidebends,sideBends_session2.xlsx
5124566,1.217,0.017,-0.149,-84.51,173.66,-1.793,22.812,-80.513,sidebends,sideBends_session2.xlsx
5124760,0.925,0.276,-0.035,-76.56,97.13,-50.613,46.608,-116.547,sidebends,sideBends_session2.xlsx
5124968,0.816,0.401,0.129,-65.63,72.64,-75.386,-8.209,-72.456,sidebends,sideBends_session2.xlsx
5125185,0.706,0.278,0.4,-57.53,34.45,24.513,-24.445,16.701,sidebends,sideBends_session2.xlsx
5125377,0.469,0.57,0.131,-38.18,77.82,-124.001,-177.864,39.665,sidebends,sideBends_session2.xlsx
5125745,0.923,0.414,-0.232,-67.55,118.73,33.936,-3.99,45.479,sidebends,sideBends_session2.xlsx
5125976,0.852,0.417,-0.201,-65.05,115.18,53.314,-13.824,39.482,sidebends,sideBends_session2.xlsx
5126129,0.738,0.236,-0.332,-63.5,144.85,19.707,26.253,91.553,sidebends,sideBends_session2.xlsx
5126293,0.625,-0.09,-0.267,-67.12,-161.52,-61.554,-24.124,130.386,sidebends,sideBends_session2.xlsx
5126474,0.818,-0.684,-0.329,-49.29,-113.99,-58.304,26.917,168.167,sidebends,sideBends_session2.xlsx
5126652,0.549,-0.835,-0.342,-29.01,-109.46,-57.77,-8.171,81.558,sidebends,sideBends_session2.xlsx
5126811,0.522,-0.793,-0.505,-27.43,-120.02,-52.063,-29.312,12.238,sidebends,sideBends_session2.xlsx
5126964,0.396,-0.708,-0.687,-20.44,-133.9,-28.259,-22.644,45.227,sidebends,sideBends_session2.xlsx
5127374,0.152,-0.694,-0.775,-7.43,-139.15,-1.198,-6.493,30.22,sidebends,sideBends_session2.xlsx
5127616,0.208,-0.789,-0.798,-9.17,-135.46,0.549,5.981,-31.25,sidebends,sideBends_session2.xlsx
5127778,0.325,-0.812,-0.797,-14.05,-134.22,27.718,36.514,-77.24,sidebends,sideBends_session2.xlsx
5127935,0.512,-0.757,-0.656,-25.7,-129.78,59.082,37.102,-112.778,sidebends,sideBends_session2.xlsx
5128100,0.732,-0.67,-0.509,-42.15,-126.07,9.926,72.426,-62.553,sidebends,sideBends_session2.xlsx
5128292,0.624,-0.355,-0.012,-61.71,-91.86,51.224,30.67,-122.055,sidebends,sideBends_session2.xlsx
5128452,0.634,-0.142,0.026,-78.12,-79.49,119.049,16.006,-89.47,sidebends,sideBends_session2.xlsx
5128640,0.807,0.09,-0.255,-73.79,160.63,71.533,-36.255,-107.185,sidebends,sideBends_session2.xlsx
5128802,0.956,0.514,-0.253,-64.84,115.31,-215.042,42.122,-79.72,sidebends,sideBends_session2.xlsx
5128968,0.578,0.777,-0.35,-32.73,111.91,18.234,-96.962,13.58,sidebends,sideBends_session2.xlsx
5129121,0.65,-0.075,0.166,-75.5,-24.05,222.656,249.992,249.992,sidebends,sideBends_session2.xlsx
5129274,0.941,0.419,-0.115,-69.94,104.88,39.833,-5.539,-24.925,sidebends,sideBends_session2.xlsx
5129437,0.854,0.141,0.033,-81.91,76.95,142.38,21.5,0.443,sidebends,sideBends_session2.xlsx
5129663,0.588,0.552,-0.309,-43.48,118.23,-1.801,74.844,-45.41,sidebends,sideBends_session2.xlsx
5129836,0.383,0.643,-0.155,-28.76,102.57,12.36,77.08,21.851,sidebends,sideBends_session2.xlsx
5130019,0.613,0.358,-0.254,-55.87,125.06,76.447,-3.174,122.459,sidebends,sideBends_session2.xlsx
5130186,1.149,-0.078,-0.427,-74.08,-169.98,173.981,11.147,125.931,sidebends,sideBends_session2.xlsx
5130347,1.062,-0.455,-0.391,-68.46,-130.37,83.885,-18.494,99.19,sidebends,sideBends_session2.xlsx
5130530,0.968,-0.587,-0.24,-62.96,-111.11,26.779,-17.784,46.852,sidebends,sideBends_session2.xlsx
5130696,0.795,-0.655,-0.28,-50.1,-111.64,19.821,-36.659,7.095,sidebends,sideBends_session2.xlsx
5130923,0.875,-0.677,-0.332,-52.52,-114.51,-19.76,14.145,-10.857,sidebends,sideBends_session2.xlsx
5131095,1.158,-0.574,-0.412,-64.64,-124.75,-57.167,27.725,-117.554,sidebends,sideBends_session2.xlsx
5131262,1.06,-0.351,-0.271,-73.95,-127.44,-83.908,38.925,-142.769,sidebends,sideBends_session2.xlsx
5131444,0.561,0.188,-0.286,-59.79,146.93,-90.477,-14.603,-98.991,sidebends,sideBends_session2.xlsx
5131649,0.585,0.392,-0.188,-54.54,115.15,-119.278,-72.517,-9.911,sidebends,sideBends_session2.xlsx
5131823,0.951,0.366,0.209,-71.09,60.66,-94.009,-54.466,6.111,sidebends,sideBends_session2.xlsx
5131993,0.764,0.462,0.074,-60.81,81.22,-12.39,-13.245,21.065,sidebends,sideBends_session2.xlsx
5132171,0.815,0.463,0.041,-63.12,85.16,18.57,-18.661,17.662,sidebends,sideBends_session2.xlsx
5132348,0.846,0.462,-0.081,-64.19,99.53,24.704,-1.114,20.187,sidebends,sideBends_session2.xlsx
5132504,0.829,0.334,-0.281,-65.54,129.95,4.013,-3.624,9.453,sidebends,sideBends_session2.xlsx
5132675,0.845,0.375,0.14,-67.89,69.88,8.377,46.593,20.035,sidebends,sideBends_session2.xlsx
5132850,0.355,0.061,-0.173,-63.13,160.69,-86.075,88.165,130.898,sidebends,sideBends_session2.xlsx
5133047,1.334,-0.874,0.276,-54.99,-75.3,-63.95,125.122,213.234,sidebends,sideBends_session2.xlsx
5133204,0.747,-0.924,0.797,-29.42,-51.97,-40.604,1.938,11.734,sidebends,sideBends_session2.xlsx
5133391,0.387,-0.847,0.459,-19.57,-64.75,-16.129,16.121,17.181,sidebends,sideBends_session2.xlsx
5133549,0.393,-0.738,0.697,-19.63,-47.12,18.951,6.47,11.902,sidebends,sideBends_session2.xlsx
5568861,-0.941,-0.137,-0.351,72.6,-159.0,29.915,1.373,2.8,standingmarch,standingMarch_session1.xlsx
5569016,-1.052,-0.32,-0.381,72.05,-140.27,8.415,-6.21,24.292,standingmarch,standingMarch_session1.xlsx
5569284,-0.882,-0.242,-0.385,66.69,-148.32,-1.74,-17.426,0.519,standingmarch,standingMarch_session1.xlsx
5569462,-0.955,-0.361,-0.217,71.33,-120.62,-15.358,8.904,-29.266,standingmarch,standingMarch_session1.xlsx
5569687,-0.938,-0.321,-0.37,67.67,-139.23,-6.432,-16.09,1.205,standingmarch,standingMarch_session1.xlsx
5569861,-0.874,-0.287,-0.362,66.11,-141.87,6.737,6.226,8.766,standingmarch,standingMarch_session1.xlsx
5570137,-0.707,-0.266,-0.422,56.91,-148.28,11.871,71.365,-11.086,standingmarch,standingMarch_session1.xlsx
5570299,-0.817,-0.359,-0.404,59.87,-138.54,16.808,-11.482,11.887,standingmarch,standingMarch_session1.xlsx
5570498,-0.889,-0.339,-0.525,59.26,-147.98,-12.047,-17.448,-38.025,standingmarch,standingMarch_session1.xlsx
5570656,-0.873,-0.365,-0.279,66.18,-127.16,-69.542,8.629,-19.051,standingmarch,standingMarch_session1.xlsx
5570822,-0.948,-0.262,-0.479,65.56,-152.05,12.047,-44.044,-2.266,standingmarch,standingMarch_session1.xlsx
5571029,-0.838,-0.244,-0.416,63.52,-150.08,24.658,9.331,16.052,standingmarch,standingMarch_session1.xlsx
5571353,-0.811,-0.295,-0.54,55.71,-152.33,41.557,21.034,-30.602,standingmarch,standingMarch_session1.xlsx
5571513,-0.637,-0.38,-0.37,51.79,-134.24,-2.434,17.014,-4.784,standingmarch,standingMarch_session1.xlsx
5571839,-0.893,-0.533,-0.397,57.8,-126.0,-2.495,-15.808,-29.51,standingmarch,standingMarch_session1.xlsx
5572015,-0.728,-0.456,-0.522,48.35,-139.19,-29.045,27.809,-20.721,standingmarch,standingMarch_session1.xlsx
5572180,-0.73,-0.415,-0.516,49.84,-141.71,8.583,-7.599,12.878,standingmarch,standingMarch_session1.xlsx
5572360,-0.791,-0.495,-0.47,51.98,-133.36,18.784,-6.668,11.681,standingmarch,standingMarch_session1.xlsx
5572517,-0.852,-0.422,-0.482,56.89,-139.08,20.584,35.873,3.189,standingmarch,standingMarch_session1.xlsx
5572673,-0.672,-0.416,-0.541,45.89,-143.16,20.584,9.407,-1.823,standingmarch,standingMarch_session1.xlsx
5572837,-0.748,-0.411,-0.493,51.73,-140.61,-6.561,-0.221,-4.578,standingmarch,standingMarch_session1.xlsx
5572998,-0.808,-0.336,-0.489,56.81,-146.13,-13.023,-19.333,-0.633,standingmarch,standingMarch_session1.xlsx
5573178,-0.953,-0.433,-0.289,67.09,-123.2,-20.554,-8.881,-17.708,standingmarch,standingMarch_session1.xlsx
5573344,-0.793,-0.424,-0.399,56.77,-133.2,-6.783,-17.639,-6.859,standingmarch,standingMarch_session1.xlsx
5573502,-0.877,-0.449,-0.452,58.27,-135.19,-27.71,-11.276,10.422,standingmarch,standingMarch_session1.xlsx
5573675,-0.801,-0.357,-0.405,59.16,-138.77,12.337,-10.75,5.318,standingmarch,standingMarch_session1.xlsx
5573851,-1.11,-0.404,-0.346,70.85,-130.33,32.112,4.265,11.398,standingmarch,standingMarch_session1.xlsx
5574541,-0.955,-0.414,-0.157,70.3,-110.23,-27.618,-6.111,-22.133,standingmarch,standingMarch_session1.xlsx
5574830,-0.904,-0.43,-0.408,61.58,-133.39,-9.872,12.367,7.713,standingmarch,standingMarch_session1.xlsx
5575217,-0.778,-0.242,-0.29,66.78,-140.3,52.727,29.633,60.722,standingmarch,standingMarch_session1.xlsx
5575560,-0.809,-0.259,-0.236,69.44,-132.31,31.273,8.24,-2.8,standingmarch,standingMarch_session1.xlsx
5575843,-0.829,-0.314,-0.247,67.48,-128.01,-30.914,-0.58,6.95,standingmarch,standingMarch_session1.xlsx
5576185,-0.783,-0.223,-0.428,61.1,-153.02,22.865,27.962,-6.424,standingmarch,standingMarch_session1.xlsx
5576581,-0.765,-0.23,-0.5,56.71,-156.1,65.407,22.278,10.59,standingmarch,standingMarch_session1.xlsx
5576759,-0.845,-0.365,-0.413,60.62,-138.79,-2.335,-6.836,-7.912,standingmarch,standingMarch_session1.xlsx
5576985,-0.944,-0.34,-0.452,64.71,-143.51,-19.897,-12.093,-12.55,standingmarch,standingMarch_session1.xlsx
5577231,-0.814,-0.457,-0.34,58.28,-126.17,10.338,6.912,-36.552,standingmarch,standingMarch_session1.xlsx
5577584,-0.944,-0.336,-0.332,68.69,-134.68,35.019,-12.329,17.487,standingmarch,standingMarch_session1.xlsx
5577876,-0.747,-0.099,-0.211,74.49,-155.08,68.489,-5.737,27.565,standingmarch,standingMarch_session1.xlsx
5578081,-0.807,-0.371,-0.275,63.37,-126.22,-9.75,-25.574,12.161,standingmarch,standingMarch_session1.xlsx
5578317,-0.969,-0.245,-0.296,73.55,-140.51,9.216,0.32,25.116,standingmarch,standingMarch_session1.xlsx
5578518,-1.04,-0.449,-0.085,73.22,-100.35,-61.249,37.888,-44.357,standingmarch,standingMarch_session1.xlsx
5578882,-0.851,-0.289,-0.454,61.4,-148.14,-6.523,-8.537,14.519,standingmarch,standingMarch_session1.xlsx
5579121,-1.127,-0.582,-0.594,60.5,-135.69,98.785,55.733,-7.782,standingmarch,standingMarch_session1.xlsx
5579342,-0.736,-0.289,-0.327,61.77,-138.62,-43.945,11.856,-17.151,standingmarch,standingMarch_session1.xlsx
5579524,-0.928,-0.478,-0.414,61.07,-130.57,-9.094,-43.976,8.095,standingmarch,standingMarch_session1.xlsx
5579712,-0.817,-0.328,-0.499,57.04,-147.35,-16.174,-1.717,-7.057,standingmarch,standingMarch_session1.xlsx
5579886,-0.86,-0.465,-0.125,64.22,-104.5,-123.444,-20.409,-32.12,standingmarch,standingMarch_session1.xlsx
5580065,-0.771,-0.336,-0.391,59.09,-139.53,5.508,-15.724,-0.717,standingmarch,standingMarch_session1.xlsx
5580235,-0.813,-0.351,-0.432,58.92,-141.19,-27.428,28.29,-5.981,standingmarch,standingMarch_session1.xlsx
5580441,-1.012,-0.488,-0.573,63.13,-140.13,19.836,23.933,36.461,standingmarch,standingMarch_session1.xlsx
5580606,-0.458,-0.118,-0.26,58.81,-155.84,-30.556,64.285,26.237,standingmarch,standingMarch_session1.xlsx
5580878,-0.769,-0.297,-0.504,55.29,-150.29,41.008,-2.548,-18.677,standingmarch,standingMarch_session1.xlsx
5581146,-0.953,-0.294,-0.581,61.42,-154.34,-67.856,-10.597,-26.512,standingmarch,standingMarch_session1.xlsx
5582794,-0.961,-0.297,-0.331,70.71,-138.2,3.021,-32.6,9.132,standingmarch,standingMarch_session1.xlsx
5582960,-0.899,-0.334,-0.434,63.25,-142.86,8.08,28.58,2.655,standingmarch,standingMarch_session1.xlsx
5583119,-0.744,-0.472,-0.405,52.46,-130.3,30.006,21.942,15.35,standingmarch,standingMarch_session1.xlsx
5583274,-0.968,-0.312,-0.405,68.31,-142.79,52.132,25.818,47.478,standingmarch,standingMarch_session1.xlsx
5583450,-1.054,-0.365,-0.38,71.03,-136.22,10.063,-39.459,38.155,standingmarch,standingMarch_session1.xlsx
5583638,-0.795,-0.342,-0.316,62.71,-132.6,1.846,11.719,-16.853,standingmarch,standingMarch_session1.xlsx
5583840,-0.906,-0.338,-0.51,60.66,-147.2,-36.293,-4.73,-13.29,standingmarch,standingMarch_session1.xlsx
5584051,-0.81,-0.306,-0.13,70.36,-112.69,-88.982,-46.89,-14.961,standingmarch,standingMarch_session1.xlsx
5584216,-0.948,-0.242,-0.395,69.17,-148.97,2.991,-20.836,-14.404,standingmarch,standingMarch_session1.xlsx
5584385,-0.89,-0.334,-0.31,67.08,-132.82,15.778,14.091,-1.602,standingmarch,standingMarch_session1.xlsx
5584609,-0.881,-0.372,-0.407,62.29,-137.72,29.259,49.232,9.254,standingmarch,standingMarch_session1.xlsx
5584791,-0.829,-0.424,-0.396,58.5,-132.91,0.389,-31.982,9.506,standingmarch,standingMarch_session1.xlsx
5585065,-0.851,-0.273,-0.308,67.7,-138.52,-41.855,-25.139,-17.212,standingmarch,standingMarch_session1.xlsx
5585271,-0.908,-0.329,-0.462,62.79,-145.13,-40.321,23.445,-18.608,standingmarch,standingMarch_session1.xlsx
5585441,-0.737,-0.302,-0.417,57.47,-144.54,-19.958,10.91,-14.74,standingmarch,standingMarch_session1.xlsx
5585634,-0.909,-0.283,-0.445,64.57,-148.06,26.588,21.309,2.357,standingmarch,standingMarch_session1.xlsx
5585838,-0.768,-0.488,-0.397,53.28,-128.73,36.377,3.189,-4.242,standingmarch,standingMarch_session1.xlsx
5586081,-0.841,-0.156,-0.205,75.46,-142.8,39.238,-10.201,40.337,standingmarch,standingMarch_session1.xlsx
5586295,-1.054,-0.351,-0.479,68.62,-144.3,5.165,-13.977,1.961,standingmarch,standingMarch_session1.xlsx
5586456,-0.805,-0.25,-0.278,68.01,-138.1,-17.654,7.355,-6.042,standingmarch,standingMarch_session1.xlsx
5586628,-0.944,-0.355,-0.498,62.76,-145.22,-41.039,25.238,-27.016,standingmarch,standingMarch_session1.xlsx
5586803,-0.654,-0.254,-0.401,55.7,-148.15,16.403,14.664,-17.67,standingmarch,standingMarch_session1.xlsx
5586982,-1.031,-0.361,-0.431,69.78,-140.31,34.386,-14.458,4.89,standingmarch,standingMarch_session1.xlsx
5587177,-0.818,-0.278,-0.293,66.85,-136.6,24.643,15.404,-1.633,standingmarch,standingMarch_session1.xlsx
5587334,-0.94,-0.461,-0.425,62.02,-132.44,25.284,43.579,-2.419,standingmarch,standingMarch_session1.xlsx
5587579,-0.992,-0.441,-0.444,65.86,-135.25,-33.844,-15.778,18.768,standingmarch,standingMarch_session1.xlsx
5587743,-0.745,-0.322,-0.338,60.51,-136.4,-2.785,3.67,-14.908,standingmarch,standingMarch_session1.xlsx
5588006,-1.006,-0.339,-0.555,66.54,-149.56,-45.586,2.647,-29.724,standingmarch,standingMarch_session1.xlsx
5598073,-0.564,-0.544,-0.46,38.66,-129.72,14.046,14.832,-19.791,standingmarch,standingMarch_session2.xlsx
5598238,-0.591,-0.53,-0.521,38.95,-134.46,25.108,-27.214,14.481,standingmarch,standingMarch_session2.xlsx
5598454,-0.794,-0.756,-0.503,42.4,-121.58,12.085,-3.555,-35.469,standingmarch,standingMarch_session2.xlsx
5598623,-0.661,-0.5,-0.526,43.48,-136.63,-23.682,-21.133,-18.936,standingmarch,standingMarch_session2.xlsx
5598811,-0.534,-0.519,-0.417,39.07,-128.23,5.249,9.804,1.823,standingmarch,standingMarch_session2.xlsx
5599133,-1.234,-0.557,-0.534,62.54,-133.61,29.572,11.787,52.818,standingmarch,standingMarch_session2.xlsx
5599366,-0.729,-0.444,-0.493,49.75,-138.31,-7.477,-3.273,2.914,standingmarch,standingMarch_session2.xlsx
5599739,-0.831,-0.563,-0.625,47.4,-138.48,-11.116,18.265,-33.607,standingmarch,standingMarch_session2.xlsx
5600314,-0.756,-0.603,-0.443,47.21,-125.35,12.489,-2.678,24.017,standingmarch,standingMarch_session2.xlsx
5600620,-0.532,-0.312,-0.573,39.18,-152.5,-6.828,15.816,2.434,standingmarch,standingMarch_session2.xlsx
5600846,-0.816,-0.416,-0.381,58.7,-132.31,14.03,5.081,-8.591,standingmarch,standingMarch_session2.xlsx
5601082,-0.786,-0.492,-0.544,49.53,-138.17,-7.286,4.906,-40.054,standingmarch,standingMarch_session2.xlsx
5601270,-0.799,-0.317,-0.239,66.47,-126.71,-77.095,-27.206,-30.243,standingmarch,standingMarch_session2.xlsx
5601707,-0.73,-0.516,-0.524,46.58,-135.52,13.0,-3.601,15.572,standingmarch,standingMarch_session2.xlsx
5602072,-0.788,-0.469,-0.49,52.09,-136.39,-20.187,-29.03,36.491,standingmarch,standingMarch_session2.xlsx
5602377,-0.756,-0.252,-0.535,54.2,-155.69,-28.526,-22.011,11.284,standingmarch,standingMarch_session2.xlsx
5602664,-0.841,-0.48,-0.125,62.71,-104.01,6.477,-0.053,-8.461,standingmarch,standingMarch_session2.xlsx
5603054,-0.732,-0.422,-0.336,55.97,-128.2,47.691,15.213,31.586,standingmarch,standingMarch_session2.xlsx
5603269,-0.724,-0.64,-0.272,47.31,-111.62,69.237,25.429,1.617,standingmarch,standingMarch_session2.xlsx
5603570,-0.643,-0.587,-0.45,41.76,-126.65,-15.976,1.999,-19.188,standingmarch,standingMarch_session2.xlsx
5603792,-0.657,-0.27,-0.502,50.39,-152.52,-30.602,-16.815,11.749,standingmarch,standingMarch_session2.xlsx
5604051,-0.892,-0.249,-0.494,62.47,-154.08,-36.56,-19.051,-34.149,standingmarch,standingMarch_session2.xlsx
5604317,-0.733,-0.523,-0.656,42.34,-142.42,13.527,-1.862,6.233,standingmarch,standingMarch_session2.xlsx
5604491,-0.69,-0.353,-0.381,55.07,-137.25,36.026,2.487,2.007,standingmarch,standingMarch_session2.xlsx
5604656,-0.781,-0.782,-0.424,41.92,-116.01,12.482,-11.2,-12.947,standingmarch,standingMarch_session2.xlsx
5604839,-0.724,-0.203,-0.373,61.84,-151.81,-20.233,9.178,-3.807,standingmarch,standingMarch_session2.xlsx
5605454,-0.837,-0.584,-0.576,48.59,-134.58,36.613,28.336,-22.141,standingmarch,standingMarch_session2.xlsx
5606058,-0.709,-0.619,-0.381,45.54,-120.34,6.447,-10.262,14.32,standingmarch,standingMarch_session2.xlsx
5606436,-0.701,-0.443,-0.513,47.66,-139.61,-40.955,-12.07,29.922,standingmarch,standingMarch_session2.xlsx
5606753,-0.632,-0.291,-0.675,40.62,-158.24,-15.221,-22.392,9.651,standingmarch,standingMarch_session2.xlsx
5607153,-0.714,-0.515,-0.292,52.18,-118.74,10.063,-1.556,4.936,standingmarch,standingMarch_session2.xlsx
5607372,-0.822,-0.381,-0.47,56.99,-141.4,6.981,14.755,-5.905,standingmarch,standingMarch_session2.xlsx
5607540,-0.789,-0.541,-0.471,50.36,-130.63,31.776,-2.045,12.955,standingmarch,standingMarch_session2.xlsx
5607697,-0.7,-0.673,-0.41,42.32,-119.79,41.267,37.193,-42.046,standingmarch,standingMarch_session2.xlsx
5608002,-0.84,-0.342,-0.647,51.76,-153.6,-40.802,-19.15,34.439,standingmarch,standingMarch_session2.xlsx
5608167,-0.693,-0.327,-0.397,55.48,-140.78,5.699,6.447,-18.593,standingmarch,standingMarch_session2.xlsx
5608330,-0.823,-0.52,-0.59,49.21,-139.07,-8.018,-19.272,-2.777,standingmarch,standingMarch_session2.xlsx
5608494,-0.844,-0.55,-0.481,52.6,-130.78,-5.882,0.679,-37.895,standingmarch,standingMarch_session2.xlsx
5608813,-0.735,-0.489,-0.611,44.74,-142.13,-3.098,6.294,6.783,standingmarch,standingMarch_session2.xlsx
5609124,-0.815,-0.648,-0.369,49.98,-118.2,27.794,18.181,3.929,standingmarch,standingMarch_session2.xlsx
5609353,-0.693,-0.439,-0.506,47.63,-139.43,7.233,-3.754,28.954,standingmarch,standingMarch_session2.xlsx
5609582,-0.76,-0.359,-0.462,55.01,-142.57,-23.117,-8.591,-24.475,standingmarch,standingMarch_session2.xlsx
5609926,-0.82,-0.519,-0.526,51.05,-135.42,-15.038,6.805,-51.674,standingmarch,standingMarch_session2.xlsx
5610210,-0.731,-0.483,-0.635,43.86,-143.74,9.613,-6.615,7.507,standingmarch,standingMarch_session2.xlsx
5610506,-0.748,-0.537,-0.399,50.38,-125.91,27.405,3.349,13.657,standingmarch,standingMarch_session2.xlsx
5610720,-0.91,-0.499,-0.52,56.51,-136.31,46.417,37.521,10.185,standingmarch,standingMarch_session2.xlsx
5610903,-0.836,-0.536,-0.582,49.72,-137.67,-58.395,-27.458,30.518,standingmarch,standingMarch_session2.xlsx
5611166,-0.693,-0.378,-0.485,50.21,-142.6,-7.401,-12.001,17.693,standingmarch,standingMarch_session2.xlsx
5611330,-0.749,-0.561,-0.64,42.78,-139.37,-11.368,8.942,-29.015,standingmarch,standingMarch_session2.xlsx
5611485,-0.779,-0.392,-0.291,60.77,-126.18,-47.302,-18.509,-48.584,standingmarch,standingMarch_session2.xlsx
5611653,-0.7,-0.434,-0.6,44.67,-145.14,-47.256,-24.368,2.274,standingmarch,standingMarch_session2.xlsx
5611833,-0.714,-0.31,-0.531,51.06,-150.59,9.232,4.875,11.375,standingmarch,standingMarch_session2.xlsx
5611986,-0.729,-0.652,-0.525,42.26,-127.93,9.888,4.158,4.623,standingmarch,standingMarch_session2.xlsx
5612208,-0.902,-0.306,-0.481,62.31,-148.24,-30.655,-2.144,17.448,standingmarch,standingMarch_session2.xlsx
5612372,-0.676,-0.463,-0.53,45.18,-139.26,-48.126,-23.376,30.968,standingmarch,standingMarch_session2.xlsx
5612551,-0.677,-0.312,-0.514,49.92,-149.56,-27.199,-1.823,-13.374,standingmarch,standingMarch_session2.xlsx
5612805,-0.686,-0.438,-0.725,39.14,-150.84,3.563,21.652,-39.81,standingmarch,standingMarch_session2.xlsx
5612965,-0.619,-0.44,-0.468,45.04,-136.94,50.27,-14.183,9.239,standingmarch,standingMarch_session2.xlsx
5614775,-0.699,-0.616,-0.477,43.06,-126.85,-30.632,1.114,26.299,standingmarch,standingMarch_session2.xlsx
5615216,-0.708,-0.518,-0.479,46.78,-132.51,4.936,-0.015,-36.453,standingmarch,standingMarch_session2.xlsx
5615492,-0.636,-0.503,-0.588,40.04,-139.98,21.667,-16.724,-22.194,standingmarch,standingMarch_session2.xlsx
5616697,-0.722,-0.388,-0.474,51.82,-141.09,-40.382,-17.189,-1.503,standingmarch,standingMarch_session2.xlsx
5617037,-0.747,-0.398,-0.398,55.55,-134.97,-9.148,-19.196,-13.725,standingmarch,standingMarch_session2.xlsx
5617648,-0.766,-0.722,-0.475,42.65,-121.52,-1.129,9.254,24.216,standingmarch,standingMarch_session2.xlsx
5618205,-0.641,-0.54,-0.581,39.54,-137.4,-1.709,-6.157,5.775,standingmarch,standingMarch_session2.xlsx
5618511,-0.734,-0.608,-0.522,43.96,-130.03,-2.403,-29.594,15.022,standingmarch,standingMarch_session2.xlsx
5619327,-0.719,-0.575,-0.621,41.44,-137.55,1.167,-0.793,14.046,standingmarch,standingMarch_session2.xlsx
5619878,-0.476,-0.478,-0.355,38.83,-126.09,-0.603,-13.863,1.488,standingmarch,standingMarch_session2.xlsx
5620536,-0.787,-0.598,-0.39,50.17,-122.01,0.595,10.475,-0.885,standingmarch,standingMarch_session2.xlsx
5621214,-0.646,-0.754,-0.529,34.58,-123.11,7.042,21.576,-39.642,standingmarch,standingMarch_session2.xlsx
5421013,-0.527,-0.282,-0.641,36.44,-157.65,0.229,-8.354,-0.275,standingrotation,standingRotation_session1.xlsx
5421170,-0.769,-0.574,-0.414,49.65,-124.93,1.793,15.968,15.419,standingrotation,standingRotation_session1.xlsx
5421327,-0.736,-0.218,-0.791,41.41,-166.48,84.457,28.397,53.993,standingrotation,standingRotation_session1.xlsx
